prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
we_extractor_svm_bal_acc_all1718 series_12 part1,0.652,0.778,0.715,0.682,0.652,15,8,6,21
we_extractor_svm_bal_acc_all1718 series_12 part2,0.682,0.893,0.787,0.75,0.682,15,7,3,25
we_extractor_svm_bal_acc_all1718 series_12 part3,0.773,0.857,0.815,0.791,0.773,17,5,4,24
we_extractor_svm_bal_acc_all1718 series_12 part4,0.636,0.786,0.711,0.667,0.636,14,8,6,22
we_extractor_svm_bal_acc_all1718 series_12 part5,0.909,0.778,0.843,0.833,0.909,20,2,6,21
we_extractor_svm_bal_acc_all1718 series_12 MEAN,0.73,0.818,0.774,0.745,0.73,16.2,6.0,5.0,22.6
we_extractor_svm_bal_acc_all1819 series_01 part1,0.5,0.8,0.65,0.537,0.5,11,11,8,32
we_extractor_svm_bal_acc_all1819 series_01 part2,0.409,0.825,0.617,0.474,0.409,9,13,7,33
we_extractor_svm_bal_acc_all1819 series_01 part3,0.381,0.825,0.603,0.444,0.381,8,13,7,33
we_extractor_svm_bal_acc_all1819 series_01 part4,0.333,0.775,0.554,0.378,0.333,7,14,9,31
we_extractor_svm_bal_acc_all1819 series_01 part5,0.286,0.875,0.58,0.375,0.286,6,15,5,35
we_extractor_svm_bal_acc_all1819 series_01 MEAN,0.382,0.82,0.601,0.442,0.382,8.2,13.2,7.2,32.8
we_extractor_svm_bal_acc_all1819 series_02 part1,0.5,0.875,0.688,0.579,0.5,11,11,5,35
we_extractor_svm_bal_acc_all1819 series_02 part2,0.636,0.9,0.768,0.7,0.636,14,8,4,36
we_extractor_svm_bal_acc_all1819 series_02 part3,0.381,0.7,0.54,0.39,0.381,8,13,12,28
we_extractor_svm_bal_acc_all1819 series_02 part4,0.524,0.75,0.637,0.524,0.524,11,10,10,30
we_extractor_svm_bal_acc_all1819 series_02 part5,0.476,0.775,0.626,0.5,0.476,10,11,9,31
we_extractor_svm_bal_acc_all1819 series_02 MEAN,0.503,0.8,0.652,0.539,0.503,10.8,10.6,8.0,32.0
we_extractor_svm_bal_acc_all1819 series_03 part1,0.682,0.75,0.716,0.638,0.682,15,7,10,30
we_extractor_svm_bal_acc_all1819 series_03 part2,0.545,0.825,0.685,0.585,0.545,12,10,7,33
we_extractor_svm_bal_acc_all1819 series_03 part3,0.476,0.8,0.638,0.513,0.476,10,11,8,32
we_extractor_svm_bal_acc_all1819 series_03 part4,0.571,0.825,0.698,0.6,0.571,12,9,7,33
we_extractor_svm_bal_acc_all1819 series_03 part5,0.524,0.75,0.637,0.524,0.524,11,10,10,30
we_extractor_svm_bal_acc_all1819 series_03 MEAN,0.56,0.79,0.675,0.572,0.56,12.0,9.4,8.4,31.6
we_extractor_svm_bal_acc_all1819 series_04 part1,0.591,0.825,0.708,0.619,0.591,13,9,7,33
we_extractor_svm_bal_acc_all1819 series_04 part2,0.409,0.85,0.63,0.486,0.409,9,13,6,34
we_extractor_svm_bal_acc_all1819 series_04 part3,0.571,0.75,0.661,0.558,0.571,12,9,10,30
we_extractor_svm_bal_acc_all1819 series_04 part4,0.381,0.75,0.565,0.41,0.381,8,13,10,30
we_extractor_svm_bal_acc_all1819 series_04 part5,0.524,0.725,0.624,0.512,0.524,11,10,11,29
we_extractor_svm_bal_acc_all1819 series_04 MEAN,0.495,0.78,0.638,0.517,0.495,10.6,10.8,8.8,31.2
we_extractor_svm_bal_acc_all1819 series_05 part1,0.636,0.75,0.693,0.609,0.636,14,8,10,30
we_extractor_svm_bal_acc_all1819 series_05 part2,0.545,0.875,0.71,0.615,0.545,12,10,5,35
we_extractor_svm_bal_acc_all1819 series_05 part3,0.524,0.85,0.687,0.579,0.524,11,10,6,34
we_extractor_svm_bal_acc_all1819 series_05 part4,0.429,0.675,0.552,0.419,0.429,9,12,13,27
we_extractor_svm_bal_acc_all1819 series_05 part5,0.571,0.825,0.698,0.6,0.571,12,9,7,33
we_extractor_svm_bal_acc_all1819 series_05 MEAN,0.541,0.795,0.668,0.564,0.541,11.6,9.8,8.2,31.8
we_extractor_svm_bal_acc_all1819 series_06 part1,0.591,0.85,0.72,0.634,0.591,13,9,6,34
we_extractor_svm_bal_acc_all1819 series_06 part2,0.545,0.775,0.66,0.558,0.545,12,10,9,31
we_extractor_svm_bal_acc_all1819 series_06 part3,0.619,0.85,0.735,0.65,0.619,13,8,6,34
we_extractor_svm_bal_acc_all1819 series_06 part4,0.714,0.725,0.72,0.638,0.714,15,6,11,29
we_extractor_svm_bal_acc_all1819 series_06 part5,0.619,0.85,0.735,0.65,0.619,13,8,6,34
we_extractor_svm_bal_acc_all1819 series_06 MEAN,0.618,0.81,0.714,0.626,0.618,13.2,8.2,7.6,32.4
we_extractor_svm_bal_acc_all1819 series_07 part1,0.5,0.825,0.662,0.55,0.5,11,11,7,33
we_extractor_svm_bal_acc_all1819 series_07 part2,0.636,0.725,0.681,0.596,0.636,14,8,11,29
we_extractor_svm_bal_acc_all1819 series_07 part3,0.762,0.85,0.806,0.744,0.762,16,5,6,34
we_extractor_svm_bal_acc_all1819 series_07 part4,0.667,0.8,0.733,0.651,0.667,14,7,8,32
we_extractor_svm_bal_acc_all1819 series_07 part5,0.619,0.775,0.697,0.605,0.619,13,8,9,31
we_extractor_svm_bal_acc_all1819 series_07 MEAN,0.637,0.795,0.716,0.629,0.637,13.6,7.8,8.2,31.8
we_extractor_svm_bal_acc_all1819 series_08 part1,0.864,0.85,0.857,0.809,0.864,19,3,6,34
we_extractor_svm_bal_acc_all1819 series_08 part2,0.636,0.85,0.743,0.667,0.636,14,8,6,34
we_extractor_svm_bal_acc_all1819 series_08 part3,0.571,0.775,0.673,0.571,0.571,12,9,9,31
we_extractor_svm_bal_acc_all1819 series_08 part4,0.429,0.9,0.664,0.529,0.429,9,12,4,36
we_extractor_svm_bal_acc_all1819 series_08 part5,0.619,0.875,0.747,0.667,0.619,13,8,5,35
we_extractor_svm_bal_acc_all1819 series_08 MEAN,0.624,0.85,0.737,0.649,0.624,13.4,8.0,6.0,34.0
we_extractor_svm_bal_acc_all1819 series_09 part1,0.682,0.8,0.741,0.667,0.682,15,7,8,32
we_extractor_svm_bal_acc_all1819 series_09 part2,0.636,0.775,0.706,0.622,0.636,14,8,9,31
we_extractor_svm_bal_acc_all1819 series_09 part3,0.857,0.75,0.804,0.735,0.857,18,3,10,30
we_extractor_svm_bal_acc_all1819 series_09 part4,0.667,0.85,0.758,0.683,0.667,14,7,6,34
we_extractor_svm_bal_acc_all1819 series_09 part5,0.667,0.8,0.733,0.651,0.667,14,7,8,32
we_extractor_svm_bal_acc_all1819 series_09 MEAN,0.702,0.795,0.748,0.672,0.702,15.0,6.4,8.2,31.8
we_extractor_svm_bal_acc_all1819 series_10 part1,0.455,0.775,0.615,0.488,0.455,10,12,9,31
we_extractor_svm_bal_acc_all1819 series_10 part2,0.727,0.8,0.764,0.696,0.727,16,6,8,32
we_extractor_svm_bal_acc_all1819 series_10 part3,0.619,0.8,0.71,0.619,0.619,13,8,8,32
we_extractor_svm_bal_acc_all1819 series_10 part4,0.667,0.8,0.733,0.651,0.667,14,7,8,32
we_extractor_svm_bal_acc_all1819 series_10 part5,0.619,0.7,0.66,0.565,0.619,13,8,12,28
we_extractor_svm_bal_acc_all1819 series_10 MEAN,0.617,0.775,0.696,0.604,0.617,13.2,8.2,9.0,31.0
we_extractor_svm_bal_acc_all1819 series_11 part1,0.818,0.65,0.734,0.667,0.818,18,4,14,26
we_extractor_svm_bal_acc_all1819 series_11 part2,0.773,0.825,0.799,0.739,0.773,17,5,7,33
we_extractor_svm_bal_acc_all1819 series_11 part3,0.714,0.825,0.77,0.698,0.714,15,6,7,33
we_extractor_svm_bal_acc_all1819 series_11 part4,0.619,0.875,0.747,0.667,0.619,13,8,5,35
we_extractor_svm_bal_acc_all1819 series_11 part5,0.619,0.85,0.735,0.65,0.619,13,8,6,34
we_extractor_svm_bal_acc_all1819 series_11 MEAN,0.709,0.805,0.757,0.684,0.709,15.2,6.2,7.8,32.2
we_extractor_svm_bal_acc_all1819 series_12 part1,0.727,0.8,0.764,0.696,0.727,16,6,8,32
we_extractor_svm_bal_acc_all1819 series_12 part2,0.818,0.875,0.847,0.8,0.818,18,4,5,35
we_extractor_svm_bal_acc_all1819 series_12 part3,0.667,0.725,0.696,0.609,0.667,14,7,11,29
we_extractor_svm_bal_acc_all1819 series_12 part4,0.524,0.8,0.662,0.55,0.524,11,10,8,32
we_extractor_svm_bal_acc_all1819 series_12 part5,0.667,0.85,0.758,0.683,0.667,14,7,6,34
we_extractor_svm_bal_acc_all1819 series_12 MEAN,0.681,0.81,0.745,0.667,0.681,14.6,6.8,7.6,32.4
